                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.3264,                   1.48,                 1.2786,                 0.8084,                 0.7289,                0.79047,                0.52841,                 1.2808,                 1.3663,                 1.3219,               0.006568,               0.006568,               0.006568
                    158,                 1.3163,                 1.4645,                 1.2763,                0.80192,                0.73463,                0.79394,                0.53029,                 1.2761,                 1.3779,                 1.3168,               0.006546,               0.006546,               0.006546
                    159,                 1.3018,                 1.4538,                 1.2651,                0.80695,                0.73089,                0.79198,                0.53153,                 1.2713,                 1.3708,                 1.3141,               0.006524,               0.006524,               0.006524
                    160,                 1.3169,                 1.4709,                 1.2808,                0.83168,                0.72248,                0.79306,                0.53306,                 1.2745,                 1.3764,                 1.3184,               0.006502,               0.006502,               0.006502
                    161,                 1.3188,                 1.4676,                 1.2728,                 0.8317,                0.71281,                0.78882,                0.52935,                 1.2764,                 1.3786,                 1.3149,                0.00648,                0.00648,                0.00648
                    162,                 1.3161,                 1.4622,                 1.2736,                 0.8208,                0.72059,                0.79055,                0.52959,                 1.2736,                  1.373,                 1.3149,               0.006458,               0.006458,               0.006458
                    163,                 1.3017,                 1.4299,                 1.2651,                0.82959,                0.71979,                0.79318,                 0.5328,                 1.2793,                 1.3727,                 1.3176,               0.006436,               0.006436,               0.006436
                    164,                 1.3021,                 1.4652,                 1.2627,                0.83022,                0.71622,                0.78946,                0.52924,                 1.2793,                 1.3727,                 1.3172,               0.006414,               0.006414,               0.006414
                    165,                 1.3096,                 1.4609,                 1.2696,                0.80855,                0.72983,                0.79347,                0.53382,                 1.2729,                 1.3654,                 1.3138,               0.006392,               0.006392,               0.006392
                    166,                 1.3196,                   1.47,                 1.2811,                0.83084,                0.72131,                0.79534,                0.53538,                  1.278,                 1.3624,                 1.3136,                0.00637,                0.00637,                0.00637
                    167,                 1.3108,                 1.4581,                  1.272,                0.81854,                0.72385,                0.79235,                0.53561,                 1.2717,                 1.3609,                 1.3157,               0.006348,               0.006348,               0.006348
                    168,                 1.2975,                 1.4262,                 1.2594,                0.82122,                0.72674,                 0.7931,                0.53301,                 1.2718,                 1.3603,                 1.3175,               0.006326,               0.006326,               0.006326
                    169,                 1.3051,                 1.4506,                 1.2681,                0.81334,                0.72984,                0.79188,                0.52909,                 1.2782,                 1.3546,                 1.3223,               0.006304,               0.006304,               0.006304
                    170,                 1.3064,                 1.4439,                 1.2738,                0.81936,                0.72536,                0.79182,                0.52988,                 1.2807,                 1.3559,                 1.3205,               0.006282,               0.006282,               0.006282
                    171,                 1.3076,                 1.4385,                 1.2684,                0.82299,                0.71701,                0.78999,                0.53169,                 1.2693,                 1.3601,                 1.3149,                0.00626,                0.00626,                0.00626
                    172,                 1.3074,                 1.4425,                 1.2682,                0.82642,                0.72436,                 0.7925,                0.53419,                 1.2729,                 1.3561,                 1.3163,               0.006238,               0.006238,               0.006238
                    173,                 1.2894,                 1.4236,                 1.2621,                0.81593,                0.73415,                0.79551,                0.53583,                 1.2718,                 1.3479,                 1.3118,               0.006216,               0.006216,               0.006216
                    174,                  1.301,                 1.4333,                 1.2687,                0.81696,                0.73254,                 0.7961,                0.53473,                 1.2691,                 1.3523,                 1.3099,               0.006194,               0.006194,               0.006194
                    175,                 1.2964,                 1.4185,                 1.2583,                0.82247,                0.72729,                0.79469,                  0.537,                 1.2649,                 1.3497,                 1.3138,               0.006172,               0.006172,               0.006172
                    176,                 1.3096,                 1.4581,                 1.2666,                0.82492,                0.72548,                0.79306,                0.53285,                 1.2629,                 1.3493,                 1.3092,                0.00615,                0.00615,                0.00615
                    177,                 1.2896,                 1.4208,                 1.2597,                0.80297,                0.73716,                0.79407,                0.53627,                 1.2671,                 1.3455,                 1.3123,               0.006128,               0.006128,               0.006128
                    178,                 1.2958,                 1.4354,                  1.266,                0.83322,                 0.7295,                0.79531,                0.53649,                  1.266,                 1.3397,                 1.3098,               0.006106,               0.006106,               0.006106
                    179,                 1.2933,                 1.4125,                 1.2563,                0.82503,                0.73042,                0.79519,                0.53647,                 1.2656,                 1.3525,                  1.313,               0.006084,               0.006084,               0.006084
                    180,                 1.2997,                 1.4435,                 1.2621,                0.83085,                0.72624,                0.79277,                0.53445,                 1.2704,                 1.3521,                 1.3155,               0.006062,               0.006062,               0.006062
                    181,                 1.2919,                  1.426,                 1.2644,                0.84335,                0.71896,                0.79533,                0.53449,                 1.2676,                 1.3434,                  1.309,                0.00604,                0.00604,                0.00604
                    182,                 1.2971,                   1.43,                 1.2675,                0.82389,                0.73878,                0.79777,                0.53862,                 1.2649,                  1.338,                 1.3065,               0.006018,               0.006018,               0.006018
                    183,                 1.2987,                 1.4239,                 1.2646,                0.83084,                0.73142,                0.79831,                0.53966,                 1.2593,                 1.3375,                  1.304,               0.005996,               0.005996,               0.005996
                    184,                 1.3034,                 1.4392,                 1.2691,                0.83641,                0.73171,                0.80062,                0.53934,                 1.2671,                 1.3372,                 1.3144,               0.005974,               0.005974,               0.005974
                    185,                 1.2931,                 1.4211,                 1.2675,                0.84426,                0.72828,                0.80312,                0.54161,                 1.2627,                 1.3335,                 1.3104,               0.005952,               0.005952,               0.005952
                    186,                 1.2951,                 1.4428,                 1.2573,                0.83167,                0.73257,                0.80095,                0.53857,                 1.2651,                 1.3358,                 1.3124,                0.00593,                0.00593,                0.00593
                    187,                 1.2946,                 1.4203,                 1.2628,                0.83583,                0.72887,                0.80018,                0.54095,                 1.2543,                 1.3349,                 1.3043,               0.005908,               0.005908,               0.005908
                    188,                 1.2898,                 1.4024,                 1.2625,                0.83662,                 0.7365,                0.80012,                 0.5395,                 1.2616,                 1.3355,                 1.3091,               0.005886,               0.005886,               0.005886
                    189,                 1.2943,                 1.4205,                 1.2615,                0.83006,                0.73628,                0.80215,                0.54041,                 1.2599,                 1.3341,                 1.3048,               0.005864,               0.005864,               0.005864
                    190,                 1.2827,                 1.4068,                 1.2519,                0.83136,                0.73338,                0.80014,                0.54366,                 1.2585,                 1.3313,                  1.303,               0.005842,               0.005842,               0.005842
                    191,                 1.2886,                 1.4204,                 1.2637,                 0.8334,                0.73261,                0.79974,                0.54089,                 1.2618,                 1.3323,                 1.3095,                0.00582,                0.00582,                0.00582
                    192,                 1.2874,                 1.3991,                 1.2575,                0.81699,                0.73988,                0.80056,                0.54262,                 1.2611,                 1.3323,                 1.3095,               0.005798,               0.005798,               0.005798
                    193,                  1.268,                 1.3838,                 1.2481,                0.81678,                  0.747,                0.80062,                0.54096,                 1.2579,                 1.3279,                 1.3042,               0.005776,               0.005776,               0.005776
                    194,                 1.2818,                 1.4195,                 1.2555,                0.84004,                0.73182,                0.80126,                0.54078,                 1.2667,                  1.333,                 1.3125,               0.005754,               0.005754,               0.005754
                    195,                  1.283,                 1.4075,                  1.261,                0.84619,                0.73061,                0.80264,                0.54264,                 1.2603,                 1.3228,                 1.3061,               0.005732,               0.005732,               0.005732
                    196,                 1.2817,                 1.4025,                 1.2532,                0.83483,                0.73352,                0.80173,                0.54204,                 1.2603,                 1.3236,                 1.3089,                0.00571,                0.00571,                0.00571
                    197,                 1.2801,                 1.4043,                 1.2604,                0.83868,                 0.7308,                0.80134,                0.54171,                 1.2625,                 1.3301,                 1.3077,               0.005688,               0.005688,               0.005688
                    198,                 1.2871,                 1.4057,                 1.2561,                0.82591,                0.73571,                0.79968,                0.54046,                 1.2666,                 1.3302,                  1.308,               0.005666,               0.005666,               0.005666
                    199,                 1.2884,                 1.4112,                 1.2525,                0.83079,                0.73063,                    0.8,                0.54143,                 1.2592,                 1.3305,                 1.3087,               0.005644,               0.005644,               0.005644
                    200,                 1.2815,                 1.4067,                 1.2535,                0.83912,                0.73136,                0.80204,                0.54316,                 1.2577,                 1.3271,                  1.304,               0.005622,               0.005622,               0.005622
                    201,                 1.2847,                 1.4022,                 1.2571,                0.82842,                0.73674,                0.80355,                0.54418,                 1.2591,                  1.329,                 1.3095,                 0.0056,                 0.0056,                 0.0056
                    202,                 1.2789,                 1.4129,                 1.2525,                0.84708,                0.73131,                0.80497,                0.54478,                 1.2603,                 1.3273,                  1.311,               0.005578,               0.005578,               0.005578
                    203,                 1.2777,                 1.3946,                 1.2498,                0.84024,                0.73529,                0.80423,                0.54588,                 1.2553,                 1.3213,                 1.3039,               0.005556,               0.005556,               0.005556
                    204,                 1.2709,                 1.3776,                  1.245,                0.83174,                0.74322,                0.80523,                0.54592,                 1.2549,                 1.3226,                 1.3028,               0.005534,               0.005534,               0.005534
                    205,                 1.2797,                 1.4054,                 1.2547,                0.84081,                0.73781,                0.80544,                0.54633,                 1.2535,                 1.3242,                 1.3032,               0.005512,               0.005512,               0.005512
                    206,                  1.287,                 1.3974,                 1.2559,                0.85086,                0.73696,                0.80709,                 0.5461,                 1.2548,                 1.3226,                  1.302,                0.00549,                0.00549,                0.00549
                    207,                 1.2851,                 1.3908,                 1.2583,                 0.8408,                0.73312,                 0.8036,                0.54373,                 1.2572,                  1.327,                 1.3039,               0.005468,               0.005468,               0.005468
                    208,                  1.293,                 1.4304,                  1.259,                0.83256,                0.73509,                0.80347,                0.54485,                 1.2578,                 1.3239,                 1.3059,               0.005446,               0.005446,               0.005446
                    209,                 1.2733,                 1.3903,                 1.2478,                0.82262,                0.74008,                0.80302,                0.54603,                 1.2556,                 1.3202,                 1.3041,               0.005424,               0.005424,               0.005424
                    210,                  1.281,                 1.4004,                 1.2525,                0.82115,                0.74553,                0.80396,                0.54613,                 1.2541,                 1.3158,                 1.3024,               0.005402,               0.005402,               0.005402
                    211,                 1.2889,                 1.3939,                 1.2457,                0.83306,                0.73967,                0.80231,                0.54318,                 1.2583,                 1.3172,                 1.3051,                0.00538,                0.00538,                0.00538
                    212,                 1.2809,                 1.3912,                 1.2524,                0.82766,                0.74624,                0.80356,                0.54284,                 1.2571,                  1.316,                 1.3038,               0.005358,               0.005358,               0.005358
                    213,                 1.2689,                 1.3727,                 1.2486,                0.84107,                0.73403,                0.80271,                0.54509,                 1.2543,                 1.3208,                 1.3015,               0.005336,               0.005336,               0.005336
                    214,                  1.265,                 1.3674,                 1.2435,                0.83668,                0.73936,                0.80418,                0.54366,                 1.2548,                 1.3183,                 1.3024,               0.005314,               0.005314,               0.005314
                    215,                 1.2729,                  1.395,                 1.2475,                0.84484,                0.73741,                0.80427,                0.54277,                 1.2575,                 1.3148,                 1.3063,               0.005292,               0.005292,               0.005292
                    216,                 1.2734,                 1.3844,                 1.2446,                0.83398,                0.74376,                0.80418,                0.54281,                 1.2572,                 1.3184,                 1.3072,                0.00527,                0.00527,                0.00527
                    217,                 1.2705,                 1.3805,                 1.2539,                0.84033,                0.74498,                0.80684,                0.54612,                 1.2539,                 1.3131,                 1.3045,               0.005248,               0.005248,               0.005248
                    218,                 1.2717,                   1.37,                 1.2437,                 0.8415,                0.74747,                0.80855,                0.54969,                 1.2512,                 1.3105,                 1.3009,               0.005226,               0.005226,               0.005226
                    219,                 1.2728,                 1.3717,                 1.2496,                0.85354,                0.73271,                0.80722,                0.54764,                 1.2548,                   1.31,                 1.3047,               0.005204,               0.005204,               0.005204
                    220,                 1.2838,                 1.3923,                 1.2497,                0.84956,                0.73143,                0.80665,                0.54759,                 1.2551,                 1.3134,                 1.3039,               0.005182,               0.005182,               0.005182
                    221,                 1.2706,                 1.3794,                 1.2371,                0.83485,                0.73921,                0.80433,                0.54499,                 1.2506,                 1.3165,                  1.303,                0.00516,                0.00516,                0.00516
                    222,                 1.2689,                 1.3618,                 1.2421,                0.83626,                0.73902,                 0.8025,                 0.5466,                 1.2522,                 1.3097,                 1.3028,               0.005138,               0.005138,               0.005138
                    223,                  1.268,                 1.3778,                 1.2466,                 0.8354,                0.73863,                0.80324,                0.54565,                 1.2547,                 1.3069,                 1.3064,               0.005116,               0.005116,               0.005116
                    224,                  1.259,                 1.3692,                 1.2421,                 0.8347,                0.74012,                0.80278,                0.54601,                 1.2515,                 1.3078,                 1.3032,               0.005094,               0.005094,               0.005094
                    225,                 1.2667,                 1.3679,                  1.243,                0.83919,                0.74015,                0.80376,                0.54651,                 1.2505,                 1.3105,                 1.3031,               0.005072,               0.005072,               0.005072
                    226,                 1.2764,                  1.381,                 1.2487,                0.84243,                0.74157,                0.80541,                0.54898,                 1.2497,                 1.3119,                 1.3014,                0.00505,                0.00505,                0.00505
                    227,                 1.2691,                 1.3872,                 1.2447,                0.83339,                0.74607,                 0.8077,                0.55108,                 1.2441,                 1.3057,                 1.2968,               0.005028,               0.005028,               0.005028
                    228,                 1.2703,                 1.3861,                 1.2431,                0.84122,                0.74599,                0.80908,                0.55211,                 1.2431,                 1.3019,                 1.2943,               0.005006,               0.005006,               0.005006
                    229,                  1.266,                 1.3656,                 1.2402,                  0.844,                0.74001,                0.80842,                0.54822,                 1.2472,                 1.3019,                  1.299,               0.004984,               0.004984,               0.004984
                    230,                 1.2647,                 1.3599,                 1.2364,                0.84287,                0.74472,                0.80904,                0.54873,                  1.249,                 1.3007,                 1.2983,               0.004962,               0.004962,               0.004962
                    231,                  1.254,                 1.3488,                 1.2364,                0.85344,                0.73929,                0.81105,                0.55003,                 1.2468,                 1.3017,                 1.2991,                0.00494,                0.00494,                0.00494
                    232,                 1.2652,                 1.3571,                 1.2423,                0.84353,                0.74738,                0.80998,                 0.5495,                 1.2473,                 1.3005,                 1.2987,               0.004918,               0.004918,               0.004918
                    233,                 1.2874,                 1.4069,                 1.2543,                0.84177,                0.74603,                0.80956,                0.54895,                 1.2496,                 1.2994,                    1.3,               0.004896,               0.004896,               0.004896
                    234,                 1.2675,                 1.3691,                 1.2456,                0.84527,                0.74231,                0.81004,                0.55008,                 1.2463,                 1.3006,                  1.299,               0.004874,               0.004874,               0.004874
                    235,                 1.2682,                 1.3699,                 1.2413,                0.84468,                0.74054,                0.80799,                0.54907,                 1.2425,                 1.2955,                 1.2943,               0.004852,               0.004852,               0.004852
                    236,                 1.2727,                 1.3807,                 1.2408,                0.83347,                 0.7484,                 0.8078,                0.54933,                 1.2463,                 1.2987,                 1.2984,                0.00483,                0.00483,                0.00483
                    237,                  1.271,                 1.3787,                 1.2425,                0.84594,                0.73498,                0.80785,                0.55061,                 1.2439,                 1.3007,                 1.2946,               0.004808,               0.004808,               0.004808
                    238,                 1.2719,                  1.387,                 1.2435,                0.84605,                 0.7379,                0.80958,                0.55111,                 1.2421,                 1.3002,                 1.2947,               0.004786,               0.004786,               0.004786
                    239,                 1.2674,                 1.3621,                 1.2359,                 0.8375,                0.74225,                0.80932,                0.54989,                 1.2428,                 1.2997,                 1.2939,               0.004764,               0.004764,               0.004764
                    240,                 1.2612,                 1.3725,                 1.2389,                0.84507,                0.74122,                0.81037,                0.55122,                 1.2419,                 1.2956,                 1.2932,               0.004742,               0.004742,               0.004742
                    241,                 1.2709,                 1.3706,                 1.2352,                0.85064,                0.73862,                0.80894,                0.54909,                 1.2425,                 1.2932,                 1.2906,                0.00472,                0.00472,                0.00472
                    242,                 1.2483,                  1.338,                 1.2354,                0.83883,                0.74178,                0.80907,                0.54848,                 1.2419,                 1.2927,                 1.2901,               0.004698,               0.004698,               0.004698
                    243,                 1.2617,                 1.3577,                 1.2274,                0.83701,                0.74159,                0.80994,                 0.5493,                 1.2437,                 1.2937,                 1.2931,               0.004676,               0.004676,               0.004676
                    244,                 1.2611,                 1.3562,                 1.2396,                0.85796,                0.73304,                0.81052,                0.55081,                 1.2431,                 1.2933,                 1.2947,               0.004654,               0.004654,               0.004654
                    245,                 1.2596,                 1.3476,                 1.2386,                0.85919,                0.73323,                0.81045,                0.55058,                 1.2427,                 1.2887,                 1.2948,               0.004632,               0.004632,               0.004632
                    246,                 1.2587,                 1.3597,                 1.2427,                0.85655,                0.73441,                 0.8108,                0.55293,                 1.2438,                 1.2897,                 1.2936,                0.00461,                0.00461,                0.00461
                    247,                 1.2641,                 1.3621,                 1.2414,                0.84345,                0.73975,                0.80839,                0.55067,                 1.2419,                 1.2918,                 1.2929,               0.004588,               0.004588,               0.004588
                    248,                 1.2671,                 1.3585,                 1.2432,                0.83626,                0.74304,                0.80788,                0.55042,                 1.2432,                  1.295,                 1.2944,               0.004566,               0.004566,               0.004566
                    249,                  1.257,                 1.3575,                 1.2338,                0.83161,                 0.7431,                0.80866,                0.55108,                 1.2406,                 1.2959,                 1.2947,               0.004544,               0.004544,               0.004544
                    250,                 1.2648,                 1.3614,                 1.2427,                0.84284,                0.74221,                0.80832,                0.55128,                 1.2431,                 1.2961,                 1.2974,               0.004522,               0.004522,               0.004522
                    251,                 1.2604,                 1.3569,                 1.2344,                 0.8402,                0.74221,                0.80838,                0.55228,                 1.2427,                 1.2935,                 1.2968,                 0.0045,                 0.0045,                 0.0045
                    252,                 1.2603,                 1.3586,                 1.2352,                 0.8359,                0.74496,                0.80931,                0.55208,                 1.2419,                  1.293,                 1.2966,               0.004478,               0.004478,               0.004478
                    253,                 1.2652,                 1.3556,                  1.236,                0.84369,                0.73962,                0.80967,                0.55292,                 1.2428,                  1.293,                 1.2964,               0.004456,               0.004456,               0.004456
                    254,                 1.2668,                 1.3725,                 1.2371,                0.83937,                0.74154,                0.81027,                0.55288,                 1.2449,                 1.2942,                 1.2956,               0.004434,               0.004434,               0.004434
                    255,                 1.2627,                 1.3679,                 1.2407,                0.84279,                0.74054,                0.80929,                0.55256,                 1.2439,                 1.2946,                 1.2962,               0.004412,               0.004412,               0.004412
                    256,                 1.2623,                 1.3561,                 1.2405,                0.84202,                0.74017,                0.80997,                0.55204,                 1.2458,                 1.2927,                 1.2974,                0.00439,                0.00439,                0.00439
                    257,                 1.2524,                 1.3388,                 1.2289,                0.83917,                0.73605,                0.80815,                0.54966,                 1.2483,                 1.2971,                 1.2992,               0.004368,               0.004368,               0.004368
                    258,                 1.2592,                 1.3434,                 1.2385,                0.83007,                0.74936,                0.80984,                0.55185,                 1.2449,                 1.2939,                 1.2968,               0.004346,               0.004346,               0.004346
                    259,                 1.2548,                  1.345,                 1.2344,                0.84176,                0.74058,                0.80799,                0.55037,                 1.2455,                 1.2923,                 1.2979,               0.004324,               0.004324,               0.004324
                    260,                  1.254,                 1.3377,                 1.2348,                0.84414,                0.73986,                0.80755,                 0.5505,                 1.2429,                 1.2931,                 1.2963,               0.004302,               0.004302,               0.004302
                    261,                 1.2581,                 1.3515,                 1.2401,                0.84292,                0.74048,                0.80708,                0.55151,                 1.2402,                 1.2923,                 1.2952,                0.00428,                0.00428,                0.00428
                    262,                 1.2524,                 1.3398,                 1.2309,                0.85567,                0.73314,                0.80753,                0.55139,                 1.2367,                 1.2887,                 1.2932,               0.004258,               0.004258,               0.004258
                    263,                 1.2597,                 1.3544,                 1.2332,                0.85859,                0.72954,                0.80903,                0.55078,                 1.2405,                  1.289,                 1.2941,               0.004236,               0.004236,               0.004236
                    264,                 1.2489,                 1.3307,                   1.23,                0.82575,                0.75144,                0.80975,                0.55212,                 1.2406,                 1.2885,                 1.2945,               0.004214,               0.004214,               0.004214
                    265,                 1.2627,                 1.3477,                 1.2321,                 0.8387,                0.74366,                0.80956,                0.55272,                 1.2435,                 1.2865,                 1.2971,               0.004192,               0.004192,               0.004192
                    266,                 1.2428,                 1.3205,                 1.2264,                0.85905,                0.73337,                0.81018,                0.55295,                 1.2442,                 1.2853,                 1.2975,                0.00417,                0.00417,                0.00417
                    267,                 1.2565,                 1.3262,                 1.2284,                0.84997,                0.74183,                0.81228,                0.55429,                  1.242,                 1.2828,                 1.2941,               0.004148,               0.004148,               0.004148
                    268,                 1.2484,                 1.3237,                 1.2205,                0.85936,                0.73518,                0.81143,                0.55386,                 1.2397,                 1.2809,                 1.2931,               0.004126,               0.004126,               0.004126
                    269,                 1.2557,                  1.337,                 1.2325,                0.85369,                 0.7353,                0.81048,                0.55421,                 1.2389,                 1.2791,                  1.293,               0.004104,               0.004104,               0.004104
                    270,                 1.2522,                 1.3285,                 1.2325,                0.85095,                0.74025,                 0.8113,                 0.5534,                 1.2421,                 1.2794,                  1.293,               0.004082,               0.004082,               0.004082
                    271,                 1.2509,                 1.3423,                 1.2354,                0.85052,                0.73906,                0.81071,                0.55454,                 1.2413,                 1.2792,                 1.2932,                0.00406,                0.00406,                0.00406
                    272,                  1.242,                 1.3144,                 1.2266,                0.83634,                0.74384,                0.80967,                0.55421,                 1.2405,                 1.2835,                  1.293,               0.004038,               0.004038,               0.004038
                    273,                 1.2511,                 1.3126,                 1.2288,                 0.8584,                0.73188,                0.81077,                0.55336,                 1.2405,                 1.2831,                 1.2926,               0.004016,               0.004016,               0.004016
                    274,                 1.2641,                 1.3619,                  1.231,                0.85688,                0.73239,                0.81174,                0.55315,                 1.2412,                 1.2802,                 1.2924,               0.003994,               0.003994,               0.003994
                    275,                 1.2554,                 1.3407,                 1.2274,                0.85955,                0.73087,                0.81219,                0.55321,                 1.2391,                  1.278,                 1.2908,               0.003972,               0.003972,               0.003972
                    276,                 1.2495,                 1.3202,                 1.2228,                0.83904,                0.74686,                0.81227,                0.55271,                  1.239,                 1.2769,                 1.2904,                0.00395,                0.00395,                0.00395
                    277,                 1.2543,                 1.3504,                 1.2243,                0.85062,                0.73891,                0.81055,                0.55394,                 1.2391,                  1.278,                 1.2913,               0.003928,               0.003928,               0.003928
                    278,                 1.2438,                 1.3168,                 1.2189,                0.83889,                0.74614,                   0.81,                0.55471,                 1.2385,                 1.2769,                 1.2916,               0.003906,               0.003906,               0.003906
                    279,                 1.2491,                 1.3289,                 1.2211,                0.84051,                 0.7457,                0.81013,                0.55442,                 1.2387,                 1.2763,                 1.2926,               0.003884,               0.003884,               0.003884
                    280,                 1.2469,                 1.3313,                 1.2307,                0.83973,                0.74412,                0.81002,                0.55303,                 1.2382,                 1.2775,                 1.2938,               0.003862,               0.003862,               0.003862
                    281,                 1.2456,                 1.3314,                  1.225,                0.83997,                0.74413,                0.81027,                0.55555,                 1.2378,                 1.2766,                 1.2937,                0.00384,                0.00384,                0.00384
                    282,                 1.2397,                 1.3249,                  1.227,                0.84682,                0.73942,                0.81065,                0.55417,                 1.2378,                 1.2742,                 1.2924,               0.003818,               0.003818,               0.003818
                    283,                 1.2414,                 1.2958,                 1.2185,                0.84382,                0.74418,                0.81223,                0.55479,                 1.2357,                 1.2739,                 1.2901,               0.003796,               0.003796,               0.003796
                    284,                  1.239,                 1.3072,                 1.2252,                 0.8504,                0.74333,                0.81079,                0.55485,                 1.2383,                 1.2772,                 1.2923,               0.003774,               0.003774,               0.003774
                    285,                 1.2381,                 1.3038,                  1.221,                 0.8448,                0.74145,                0.81104,                0.55496,                 1.2392,                 1.2781,                 1.2929,               0.003752,               0.003752,               0.003752
                    286,                 1.2388,                 1.3117,                 1.2192,                0.85956,                0.73611,                0.81097,                0.55591,                 1.2369,                 1.2766,                  1.292,                0.00373,                0.00373,                0.00373
                    287,                  1.244,                 1.3225,                 1.2243,                0.84868,                0.74072,                0.81186,                0.55571,                 1.2381,                  1.276,                 1.2918,               0.003708,               0.003708,               0.003708
                    288,                 1.2486,                 1.3093,                 1.2252,                0.83641,                 0.7478,                0.81211,                0.55708,                 1.2375,                 1.2756,                 1.2916,               0.003686,               0.003686,               0.003686
                    289,                  1.251,                 1.3204,                 1.2246,                0.83609,                0.74924,                 0.8126,                0.55694,                 1.2375,                 1.2751,                 1.2899,               0.003664,               0.003664,               0.003664
                    290,                 1.2374,                 1.3137,                 1.2255,                0.83962,                0.74527,                0.81274,                0.55559,                 1.2368,                 1.2769,                 1.2905,               0.003642,               0.003642,               0.003642
                    291,                 1.2338,                    1.3,                 1.2202,                0.82666,                0.75455,                0.81314,                 0.5577,                  1.235,                 1.2719,                 1.2904,                0.00362,                0.00362,                0.00362
                    292,                 1.2272,                 1.2955,                 1.2166,                0.82868,                0.75213,                0.81238,                 0.5567,                  1.234,                 1.2714,                 1.2896,               0.003598,               0.003598,               0.003598
                    293,                 1.2479,                 1.3316,                 1.2271,                 0.8314,                0.75045,                0.81125,                0.55639,                 1.2327,                 1.2707,                 1.2886,               0.003576,               0.003576,               0.003576
                    294,                  1.233,                 1.2934,                 1.2219,                0.84013,                0.74371,                0.81121,                0.55495,                 1.2323,                 1.2707,                 1.2886,               0.003554,               0.003554,               0.003554
                    295,                 1.2312,                 1.2957,                 1.2194,                0.83578,                0.74258,                0.81118,                0.55517,                 1.2313,                 1.2704,                 1.2878,               0.003532,               0.003532,               0.003532
                    296,                 1.2429,                 1.3225,                 1.2259,                0.85438,                0.73263,                 0.8117,                0.55628,                 1.2317,                 1.2672,                 1.2875,                0.00351,                0.00351,                0.00351
                    297,                  1.247,                 1.3173,                 1.2178,                0.82736,                0.75025,                0.81265,                0.55812,                 1.2319,                 1.2668,                 1.2878,               0.003488,               0.003488,               0.003488
                    298,                 1.2374,                 1.3025,                 1.2216,                0.83288,                0.74934,                 0.8136,                 0.5594,                 1.2312,                 1.2656,                 1.2871,               0.003466,               0.003466,               0.003466
                    299,                 1.2263,                 1.3032,                 1.2114,                0.84283,                0.74501,                0.81326,                0.55865,                 1.2332,                 1.2683,                 1.2893,               0.003444,               0.003444,               0.003444
                    300,                 1.2488,                 1.3279,                 1.2218,                0.84953,                0.74137,                0.81265,                0.55761,                 1.2331,                 1.2696,                 1.2895,               0.003422,               0.003422,               0.003422
                    301,                 1.2416,                 1.3056,                 1.2216,                0.84457,                0.74273,                0.81305,                0.55822,                 1.2325,                  1.269,                 1.2895,                 0.0034,                 0.0034,                 0.0034
                    302,                  1.232,                 1.3106,                 1.2182,                0.84029,                0.74745,                0.81307,                 0.5586,                 1.2309,                 1.2676,                 1.2877,               0.003378,               0.003378,               0.003378
                    303,                 1.2352,                 1.3105,                 1.2172,                0.84969,                0.73888,                0.81272,                0.55831,                 1.2306,                 1.2704,                 1.2887,               0.003356,               0.003356,               0.003356
                    304,                 1.2306,                 1.3023,                 1.2132,                0.85693,                 0.7387,                0.81329,                0.55991,                 1.2295,                 1.2684,                 1.2874,               0.003334,               0.003334,               0.003334
                    305,                 1.2305,                  1.292,                 1.2195,                0.85632,                0.73963,                0.81431,                 0.5612,                 1.2273,                 1.2651,                 1.2864,               0.003312,               0.003312,               0.003312
                    306,                  1.235,                 1.3048,                 1.2152,                0.85874,                0.73812,                0.81455,                0.55978,                 1.2267,                 1.2645,                 1.2853,                0.00329,                0.00329,                0.00329
                    307,                 1.2275,                 1.2935,                 1.2167,                 0.8613,                0.73746,                0.81485,                0.55984,                 1.2278,                 1.2643,                 1.2861,               0.003268,               0.003268,               0.003268
                    308,                 1.2317,                 1.2961,                 1.2207,                0.85206,                0.74103,                0.81527,                0.55982,                 1.2281,                 1.2659,                 1.2857,               0.003246,               0.003246,               0.003246
                    309,                 1.2343,                 1.2968,                 1.2195,                0.84383,                0.74552,                 0.8152,                0.55981,                  1.229,                 1.2666,                 1.2875,               0.003224,               0.003224,               0.003224
                    310,                 1.2315,                 1.2976,                 1.2177,                0.84725,                0.74495,                0.81478,                0.55999,                 1.2304,                 1.2674,                 1.2879,               0.003202,               0.003202,               0.003202
                    311,                 1.2264,                  1.288,                 1.2132,                0.85248,                0.74099,                0.81493,                0.55903,                 1.2293,                 1.2667,                 1.2868,                0.00318,                0.00318,                0.00318
                    312,                 1.2356,                 1.3074,                 1.2199,                0.85184,                0.74096,                0.81498,                0.55996,                 1.2293,                 1.2628,                 1.2865,               0.003158,               0.003158,               0.003158
                    313,                 1.2279,                 1.2877,                 1.2134,                0.86611,                0.73083,                 0.8152,                0.56013,                 1.2303,                  1.263,                 1.2867,               0.003136,               0.003136,               0.003136
